1	1	0	2	6	8
1	1	0	2	4	6
1	1	0	2	4	6
1	1	0	2	6	8
2	1	0	2	4	6
2	1	0	2	6	8
2	1	0	2	6	8
2	1	0	2	6	8
3	1	0	2	4	6
3	1	0	2	4	6
3	1	0	2	4	6
3	1	0	2	4	6
1	2	2	4	8	11
1	2	2	4	8	11
1	2	2	4	8	11
1	2	2	4	8	11
2	2	2	4	6	8
2	2	4	6	8	11
2	2	4	6	8	11
2	2	4	6	6	8
3	2	6	8	11	14
3	2	11	14	14	NaN
3	2	4	6	8	11
3	2	4	6	8	11

